name,config,time,config,time,config,time,config,time,config,time,config,time,config,time,config,time,config,time,config,time,config,time,config,time,config,time,config,time,config,time,config,time,config,time,config,time,config,time,config,time,config,time,config,time,config,time,config,time,config,time,config,time,config,time,config,time,config,time,config,time,config,time,config,time,config,time,config,time,config,time,config,time,config,time,config,time,config,time,config,time,config,time,config,time,Best Time(s),Best Time(ms),Best Config,,part1,part2,part1-bclt,part2-bclt,bclt,part1-mathsat,part2-mathsat,mathsat,par1-z3,part2-z3,z3
WhilePart.c,part1-1-1-z3,419,part1-1-1-mathsat,225,part1-1-2-z3,4385,part1-1-2-mathsat,230,part1-1-3-z3,25269,part1-1-3-mathsat,282,part1-2-1-z3,5888,part1-2-1-mathsat,254,part1-2-2-mathsat,629,part1-2-3-mathsat,9257,part1-3-1-z3,51138,part1-3-1-mathsat,407,part1-3-2-mathsat,4919,part2-1-1-bclt,3341,part2-1-1-z3,3342,part2-1-1-mathsat,4694,part2-1-2-z3,15054,part2-1-2-mathsat,3773,part2-1-3-bclt,4817,part2-2-1-bclt,3450,part2-2-1-z3,12923,part2-2-2-mathsat,2506,part2-3-1-bclt,2981,part2-3-1-z3,47431,part2-3-2-mathsat,3216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.225,225,part1-1-1-mathsat,linear,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
WhileSingle.c,part1-1-1-bclt,246,part1-1-1-z3,354,part1-1-1-mathsat,279,part1-1-2-bclt,568,part1-1-2-z3,7778,part1-1-2-mathsat,244,part1-1-3-mathsat,426,part1-2-1-z3,6961,part1-2-1-mathsat,300,part1-2-2-mathsat,712,part1-2-3-mathsat,13689,part1-3-1-z3,39287,part1-3-1-mathsat,486,part1-3-2-mathsat,17343,part2-1-1-bclt,3746,part2-1-1-z3,3615,part2-1-2-z3,15804,part2-1-2-mathsat,2845,part2-2-1-bclt,2469,part2-2-1-z3,4362,part2-2-1-mathsat,2179,part2-2-2-mathsat,2656,part2-3-1-bclt,2990,part2-3-1-z3,41974,part2-3-1-mathsat,2649,part2-3-2-mathsat,3702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.244,244,part1-1-2-mathsat,linear,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
WhileTrue_false-termination.c,part1-1-1-bclt,200,part1-1-1-z3,208,part1-1-1-mathsat,214,part1-1-2-bclt,236,part1-1-2-z3,377,part1-1-2-mathsat,245,part1-1-3-bclt,282,part1-1-3-z3,602,part1-1-3-mathsat,249,part1-2-1-bclt,233,part1-2-1-z3,322,part1-2-1-mathsat,247,part1-2-2-bclt,249,part1-2-2-z3,539,part1-2-2-mathsat,252,part1-2-3-bclt,422,part1-2-3-mathsat,381,part1-3-1-bclt,205,part1-3-1-z3,258,part1-3-1-mathsat,220,part1-3-2-bclt,250,part1-3-2-z3,5741,part1-3-2-mathsat,409,part1-3-3-bclt,770,part1-3-3-mathsat,3296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,200,part1-1-1-bclt,linear,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE
WhileTrue.c,part1-1-1-bclt,211,part1-1-1-z3,256,part1-1-1-mathsat,192,part1-1-2-bclt,217,part1-1-2-z3,375,part1-1-2-mathsat,222,part1-1-3-bclt,230,part1-1-3-z3,663,part1-1-3-mathsat,188,part1-2-1-bclt,217,part1-2-1-z3,262,part1-2-1-mathsat,230,part1-2-2-bclt,335,part1-2-2-z3,1257,part1-2-2-mathsat,331,part1-2-3-bclt,853,part1-2-3-mathsat,8456,part1-3-1-bclt,230,part1-3-1-z3,12180,part1-3-1-mathsat,265,part1-3-2-bclt,539,part1-3-2-mathsat,1052,part1-3-3-bclt,5307,part2-1-1-z3,6749,part2-1-1-mathsat,6124,part2-1-2-z3,6336,part2-2-1-bclt,5966,part2-2-1-z3,4748,part2-2-1-mathsat,5956,part2-2-2-z3,7213,part2-3-1-bclt,4014,part2-3-1-z3,4344,part2-3-1-mathsat,6073,part2-3-2-bclt,6051,,,,,,,,,,,,,,,,,0.188,188,part1-1-3-mathsat,linear,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
DoubleNeg.c,part1-1-1-z3,4984,part1-2-1-z3,39582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.984,4984,part1-1-1-z3,polynomial,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
ComplInterv.c,part1-1-1-z3,1879,part1-1-2-z3,27653,part1-2-1-z3,36022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.879,1879,part1-1-1-z3,polynomial,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
Factorial.c,part2-1-1-bclt,18488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.488,18488,part2-1-1-bclt,polynomial,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Average,1.246327103,1246.327103,,,103,74,84,69,96,98,54,98,80,63,82
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Standard Deviation,2.972587348,2972.587348,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Variance,8.836275543,8836275.543,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Max,19.549,19549,,,,,,,,,,,,,
